FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),Latitude (deg),Longitude (deg),HaeAlt (m),MslAlt (m)
1.601,2022-08-08 18:03:43,NaN,NaN,NaN,NaN,NaN
2.335,2022-08-08 18:03:44,151426.071,33.8162973,-106.6519518,1476.969,1501.834
3.296,2022-08-08 18:03:45,151427,33.8160248,-106.6518525,1477.092,1501.958
4.336,2022-08-08 18:03:46,151428,33.8162033,-106.6518858,1461.307,1486.173
5.326,2022-08-08 18:03:47,151429,33.8162736,-106.6519862,1460.629,1485.495
6.34,2022-08-08 18:03:48,151430,33.816282,-106.6519875,1465.761,1490.627
7.322,2022-08-08 18:03:49,151431,33.8162813,-106.6519862,1470.878,1495.743
8.338,2022-08-08 18:03:50,151432,33.8162865,-106.651991,1472.189,1497.055
9.3,2022-08-08 18:03:51,151433,33.8162872,-106.6519907,1473.478,1498.344
10.337,2022-08-08 18:03:52,151434,33.8162878,-106.6519908,1474.911,1499.777
11.324,2022-08-08 18:03:53,151435,33.8162869,-106.6519893,1475.988,1500.853
12.336,2022-08-08 18:03:54,151436,33.8162848,-106.651986,1476.496,1501.362
13.323,2022-08-08 18:03:55,151437,33.8162838,-106.6519842,1476.95,1501.816
14.301,2022-08-08 18:03:56,151438,33.8162824,-106.6519805,1477.277,1502.143
15.315,2022-08-08 18:03:57,151439,33.8162822,-106.6519787,1477.296,1502.161
16.308,2022-08-08 18:03:58,151440,33.8162825,-106.6519778,1477.168,1502.034
17.292,2022-08-08 18:03:59,151441,33.8162826,-106.6519772,1477.086,1501.951
18.311,2022-08-08 18:04:00,151442,33.8162818,-106.6519756,1477.355,1502.22
19.318,2022-08-08 18:04:01,151443,33.8162809,-106.6519731,1477.388,1502.254
20.312,2022-08-08 18:04:02,151444,33.8162802,-106.65197,1477.039,1501.905
21.322,2022-08-08 18:04:03,151445,33.8162786,-106.6519669,1477.085,1501.951
22.331,2022-08-08 18:04:04,151446,33.8162769,-106.6519639,1477.246,1502.112
23.321,2022-08-08 18:04:05,151447,33.8162757,-106.6519615,1477.406,1502.272
24.311,2022-08-08 18:04:06,151448,33.8162745,-106.6519589,1477.434,1502.3
25.322,2022-08-08 18:04:07,151449,33.8162732,-106.6519563,1477.546,1502.412
26.32,2022-08-08 18:04:08,151450,33.8162726,-106.6519544,1477.527,1502.393
27.293,2022-08-08 18:04:09,151451,33.8162723,-106.6519533,1477.622,1502.487
28.322,2022-08-08 18:04:10,151452,33.8162716,-106.6519517,1477.777,1502.643
29.337,2022-08-08 18:04:11,151453,33.8162713,-106.6519505,1477.92,1502.785
30.318,2022-08-08 18:04:12,151454,33.8162716,-106.65195,1478.034,1502.899
31.298,2022-08-08 18:04:13,151455,33.816271,-106.6519483,1478.241,1503.106
32.295,2022-08-08 18:04:14,151456,33.8162707,-106.6519467,1478.369,1503.235
33.293,2022-08-08 18:04:15,151457,33.8162706,-106.6519454,1478.49,1503.356
34.335,2022-08-08 18:04:16,151458.001,33.8162705,-106.6519442,1478.604,1503.47
35.332,2022-08-08 18:04:17,151459,33.8162706,-106.6519433,1478.594,1503.46
36.32,2022-08-08 18:04:18,151460,33.8162696,-106.6519411,1478.753,1503.618
37.301,2022-08-08 18:04:19,151461,33.8162696,-106.6519402,1478.759,1503.625
38.289,2022-08-08 18:04:20,151462,33.8162696,-106.6519393,1478.807,1503.673
39.324,2022-08-08 18:04:21,151463,33.8162698,-106.6519388,1478.733,1503.599
40.317,2022-08-08 18:04:22,151464,33.8162703,-106.6519385,1478.612,1503.478
41.297,2022-08-08 18:04:23,151465,33.8162707,-106.651938,1478.639,1503.505
42.298,2022-08-08 18:04:24,151466,33.8162714,-106.651938,1478.634,1503.5
43.324,2022-08-08 18:04:25,151467,33.816271,-106.6519372,1478.576,1503.442
44.322,2022-08-08 18:04:26,151468,33.8162711,-106.651937,1478.568,1503.433
45.318,2022-08-08 18:04:27,151469,33.8162715,-106.6519371,1478.548,1503.414
46.292,2022-08-08 18:04:28,151470,33.8162716,-106.6519373,1478.552,1503.418
47.358,2022-08-08 18:04:29,151471,33.8162719,-106.6519375,1478.585,1503.45
48.32,2022-08-08 18:04:30,151472,33.8162719,-106.6519373,1478.616,1503.481
49.336,2022-08-08 18:04:31,151473,33.8162721,-106.6519375,1478.647,1503.513
50.317,2022-08-08 18:04:32,151474,33.8162722,-106.6519377,1478.669,1503.534
51.323,2022-08-08 18:04:33,151475,33.816272,-106.6519377,1478.714,1503.579
52.34,2022-08-08 18:04:34,151476,33.8162724,-106.6519383,1478.77,1503.636
53.291,2022-08-08 18:04:35,151477,33.8162726,-106.6519388,1478.852,1503.718
54.295,2022-08-08 18:04:36,151478,33.8162724,-106.6519389,1478.915,1503.78
55.296,2022-08-08 18:04:37,151479,33.8162723,-106.6519391,1478.938,1503.804
56.32,2022-08-08 18:04:38,151480,33.8162726,-106.6519397,1478.901,1503.766
57.297,2022-08-08 18:04:39,151481,33.8162733,-106.651941,1478.863,1503.728
58.338,2022-08-08 18:04:40,151482,33.8162738,-106.651942,1478.838,1503.703
59.322,2022-08-08 18:04:41,151483,33.8162743,-106.6519429,1478.863,1503.729
60.325,2022-08-08 18:04:42,151484,33.8162751,-106.6519444,1478.887,1503.752
61.323,2022-08-08 18:04:43,151485,33.8162755,-106.6519453,1478.909,1503.775
62.331,2022-08-08 18:04:44,151486,33.8162759,-106.6519462,1478.939,1503.805
63.322,2022-08-08 18:04:45,151487,33.8162765,-106.6519473,1478.958,1503.823
64.337,2022-08-08 18:04:46,151488,33.8162773,-106.6519484,1478.977,1503.842
65.3,2022-08-08 18:04:47,151489,33.8162779,-106.6519491,1479.039,1503.905
66.299,2022-08-08 18:04:48,151490,33.8162785,-106.6519504,1479.024,1503.889
67.32,2022-08-08 18:04:49,151491,33.8162788,-106.6519513,1478.998,1503.864
68.323,2022-08-08 18:04:50,151492,33.8162789,-106.651952,1479.028,1503.894
69.321,2022-08-08 18:04:51,151493,33.8162786,-106.6519524,1479.071,1503.937
70.324,2022-08-08 18:04:52,151494,33.8162787,-106.6519531,1479.084,1503.949
71.299,2022-08-08 18:04:53,151495,33.8162786,-106.6519533,1479.087,1503.952
72.336,2022-08-08 18:04:54,151496,33.8162787,-106.6519539,1479.128,1503.993
73.318,2022-08-08 18:04:55,151497,33.8162783,-106.6519537,1479.209,1504.075
74.322,2022-08-08 18:04:56,151498,33.8162779,-106.6519532,1479.328,1504.194
75.317,2022-08-08 18:04:57,151499,33.8162771,-106.6519523,1479.39,1504.256
76.294,2022-08-08 18:04:58,151500,33.8162764,-106.6519512,1479.492,1504.357
77.301,2022-08-08 18:04:59,151501,33.8162765,-106.651951,1479.566,1504.431
78.297,2022-08-08 18:05:00,151502,33.8162762,-106.6519505,1479.65,1504.515
79.314,2022-08-08 18:05:01,151503,33.8162755,-106.6519492,1479.731,1504.597
80.322,2022-08-08 18:05:02,151504,33.8162754,-106.651949,1479.766,1504.632
81.3,2022-08-08 18:05:03,151505,33.8162759,-106.6519496,1479.8,1504.666
82.316,2022-08-08 18:05:04,151506,33.8162761,-106.6519502,1479.788,1504.653
83.322,2022-08-08 18:05:05,151507,33.8162758,-106.6519502,1479.781,1504.646
84.296,2022-08-08 18:05:06,151508,33.8162755,-106.65195,1479.783,1504.649
85.3,2022-08-08 18:05:07,151509,33.8162742,-106.6519482,1479.917,1504.783
86.323,2022-08-08 18:05:08,151510,33.8162733,-106.6519471,1479.979,1504.844
87.294,2022-08-08 18:05:09,151511,33.8162722,-106.6519459,1480.028,1504.893
88.302,2022-08-08 18:05:10,151512,33.8162713,-106.6519449,1480.101,1504.966
89.324,2022-08-08 18:05:11,151513,33.8162705,-106.6519441,1480.235,1505.101
90.323,2022-08-08 18:05:12,151514,33.8162696,-106.6519431,1480.341,1505.207
91.319,2022-08-08 18:05:13,151515,33.8162689,-106.6519424,1480.435,1505.3
92.32,2022-08-08 18:05:14,151516,33.8162683,-106.651942,1480.508,1505.373
93.301,2022-08-08 18:05:15,151517,33.8162679,-106.6519419,1480.635,1505.5
94.312,2022-08-08 18:05:16,151518,33.8162677,-106.651942,1480.674,1505.539
95.336,2022-08-08 18:05:17,151519,33.8162673,-106.651942,1480.723,1505.589
96.325,2022-08-08 18:05:18,151520,33.8162672,-106.6519424,1480.775,1505.64
97.319,2022-08-08 18:05:19,151521,33.8162669,-106.6519431,1480.769,1505.635
98.294,2022-08-08 18:05:20,151522,33.8162667,-106.6519439,1480.782,1505.648
99.299,2022-08-08 18:05:21,151523,33.816267,-106.6519455,1480.802,1505.668
100.295,2022-08-08 18:05:22,151524,33.8162675,-106.6519477,1480.816,1505.681
101.295,2022-08-08 18:05:23,151525,33.8162676,-106.6519493,1480.776,1505.642
102.319,2022-08-08 18:05:24,151526,33.8162676,-106.6519503,1480.738,1505.604
103.323,2022-08-08 18:05:25,151527,33.8162674,-106.6519507,1480.757,1505.622
104.319,2022-08-08 18:05:26,151528,33.8162672,-106.6519512,1480.771,1505.636
105.319,2022-08-08 18:05:27,151529,33.8162669,-106.6519515,1480.864,1505.73
106.289,2022-08-08 18:05:28,151530,33.8162669,-106.6519521,1480.881,1505.747
107.318,2022-08-08 18:05:29,151531,33.8162671,-106.6519534,1480.871,1505.737
108.317,2022-08-08 18:05:30,151532,33.8162671,-106.6519541,1480.963,1505.829
109.306,2022-08-08 18:05:31,151533,33.8162675,-106.6519553,1481.031,1505.897
110.309,2022-08-08 18:05:32,151534,33.8162673,-106.6519558,1481.115,1505.981
111.297,2022-08-08 18:05:33,151535,33.8162673,-106.6519561,1481.173,1506.039
112.322,2022-08-08 18:05:34,151536,33.8162674,-106.6519566,1481.24,1506.106
113.322,2022-08-08 18:05:35,151537,33.8162674,-106.6519573,1481.272,1506.137
114.319,2022-08-08 18:05:36,151538,33.8162679,-106.6519587,1481.335,1506.201
115.294,2022-08-08 18:05:37,151539,33.8162679,-106.6519598,1481.395,1506.26
116.299,2022-08-08 18:05:38,151540,33.8162684,-106.6519613,1481.525,1506.39
117.296,2022-08-08 18:05:39,151541,33.8162692,-106.6519629,1481.614,1506.48
118.308,2022-08-08 18:05:40,151542,33.8162698,-106.6519644,1481.69,1506.555
119.319,2022-08-08 18:05:41,151543,33.8162702,-106.6519658,1481.731,1506.596
120.301,2022-08-08 18:05:42,151544,33.8162709,-106.6519672,1481.804,1506.67
121.314,2022-08-08 18:05:43,151545,33.8162713,-106.6519678,1481.892,1506.758
122.304,2022-08-08 18:05:44,151546,33.8162723,-106.6519694,1481.849,1506.715
123.305,2022-08-08 18:05:45,151547,33.8162729,-106.6519705,1481.839,1506.705
124.311,2022-08-08 18:05:46,151548,33.8162733,-106.651971,1481.838,1506.703
125.308,2022-08-08 18:05:47,151549,33.8162733,-106.6519708,1481.843,1506.709
126.315,2022-08-08 18:05:48,151550,33.8162732,-106.6519707,1481.722,1506.588
127.29,2022-08-08 18:05:49,151551,33.8162734,-106.651971,1481.755,1506.621
128.307,2022-08-08 18:05:50,151552,33.8162735,-106.6519713,1481.798,1506.663
129.311,2022-08-08 18:05:51,151553,33.8162735,-106.6519711,1481.849,1506.715
130.316,2022-08-08 18:05:52,151554,33.8162734,-106.6519714,1481.973,1506.838
131.295,2022-08-08 18:05:53,151555,33.8162734,-106.6519717,1482.096,1506.962
132.31,2022-08-08 18:05:54,151556,33.8162734,-106.6519716,1482.2,1507.066
133.291,2022-08-08 18:05:55,151557,33.8162737,-106.6519722,1482.253,1507.119
134.304,2022-08-08 18:05:56,151558,33.816274,-106.6519732,1482.261,1507.127
135.303,2022-08-08 18:05:57,151559,33.816274,-106.6519736,1482.288,1507.153
136.313,2022-08-08 18:05:58,151560,33.816274,-106.6519736,1482.317,1507.183
137.294,2022-08-08 18:05:59,151561,33.8162738,-106.6519733,1482.344,1507.21
138.306,2022-08-08 18:06:00,151562,33.8162737,-106.6519731,1482.35,1507.215
139.299,2022-08-08 18:06:01,151563,33.8162737,-106.6519729,1482.352,1507.217
140.303,2022-08-08 18:06:02,151564,33.8162737,-106.6519728,1482.379,1507.244
141.302,2022-08-08 18:06:03,151565,33.8162737,-106.6519728,1482.399,1507.264
142.29,2022-08-08 18:06:04,151566,33.8162738,-106.6519733,1482.391,1507.257
143.306,2022-08-08 18:06:05,151567,33.8162738,-106.6519736,1482.336,1507.202
144.305,2022-08-08 18:06:06,151568,33.8162738,-106.6519742,1482.248,1507.114
145.325,2022-08-08 18:06:07,151569,33.8162734,-106.6519744,1482.131,1506.997
146.312,2022-08-08 18:06:08,151570.001,33.8162733,-106.6519753,1482.052,1506.917
147.323,2022-08-08 18:06:09,151571,33.8162732,-106.6519763,1481.957,1506.823
148.295,2022-08-08 18:06:10,151572,33.8162732,-106.6519771,1481.891,1506.756
149.312,2022-08-08 18:06:11,151573,33.8162734,-106.6519785,1481.841,1506.707
150.3,2022-08-08 18:06:12,151574,33.8162734,-106.6519796,1481.838,1506.703
151.306,2022-08-08 18:06:13,151575,33.8162732,-106.6519806,1481.873,1506.739
152.299,2022-08-08 18:06:14,151576,33.816273,-106.6519813,1481.907,1506.773
153.303,2022-08-08 18:06:15,151577,33.8162726,-106.6519815,1481.975,1506.84
154.298,2022-08-08 18:06:16,151578,33.8162719,-106.6519811,1481.966,1506.832
155.296,2022-08-08 18:06:17,151579,33.8162708,-106.6519802,1482.004,1506.869
156.293,2022-08-08 18:06:18,151580,33.8162701,-106.65198,1482.028,1506.894
157.317,2022-08-08 18:06:19,151581,33.8162694,-106.6519798,1482.068,1506.934
158.29,2022-08-08 18:06:20,151582,33.8162688,-106.6519794,1482.123,1506.989
159.325,2022-08-08 18:06:21,151583,33.8162681,-106.6519788,1482.163,1507.029
160.307,2022-08-08 18:06:22,151584,33.8162676,-106.6519784,1482.223,1507.089
161.316,2022-08-08 18:06:23,151585,33.816267,-106.6519779,1482.299,1507.165
162.303,2022-08-08 18:06:24,151586,33.8162669,-106.6519778,1482.382,1507.248
163.295,2022-08-08 18:06:25,151587,33.8162667,-106.6519779,1482.434,1507.3
164.313,2022-08-08 18:06:26,151588,33.8162666,-106.6519782,1482.514,1507.38
165.298,2022-08-08 18:06:27,151589,33.8162663,-106.6519779,1482.599,1507.465
166.295,2022-08-08 18:06:28,151590,33.8162662,-106.6519775,1482.695,1507.56
167.319,2022-08-08 18:06:29,151591,33.8162665,-106.6519777,1482.813,1507.679
168.29,2022-08-08 18:06:30,151592,33.8162671,-106.6519783,1482.934,1507.8
169.32,2022-08-08 18:06:31,151593,33.8162677,-106.651979,1483.029,1507.895
170.291,2022-08-08 18:06:32,151594,33.8162682,-106.6519793,1483.173,1508.039
171.333,2022-08-08 18:06:33,151595,33.8162687,-106.6519799,1483.351,1508.217
172.333,2022-08-08 18:06:34,151596,33.8162696,-106.6519807,1483.392,1508.257
173.296,2022-08-08 18:06:35,151597,33.8162706,-106.6519815,1483.335,1508.201
174.321,2022-08-08 18:06:36,151598,33.8162717,-106.6519822,1483.262,1508.128
175.317,2022-08-08 18:06:37,151599,33.8162727,-106.6519831,1483.201,1508.067
176.316,2022-08-08 18:06:38,151600,33.8162739,-106.651984,1483.202,1508.068
177.312,2022-08-08 18:06:39,151601,33.8162749,-106.651985,1483.19,1508.056
178.297,2022-08-08 18:06:40,151602,33.816276,-106.6519862,1483.208,1508.073
179.298,2022-08-08 18:06:41,151603,33.8162771,-106.6519873,1483.228,1508.093
180.315,2022-08-08 18:06:42,151604,33.8162775,-106.6519878,1483.265,1508.131
181.298,2022-08-08 18:06:43,151605,33.8162773,-106.6519878,1483.304,1508.17
182.3,2022-08-08 18:06:44,151606,33.8162777,-106.6519878,1483.375,1508.241
183.312,2022-08-08 18:06:45,151607,33.8162784,-106.6519884,1483.465,1508.331
184.3,2022-08-08 18:06:46,151608,33.8162789,-106.6519887,1483.578,1508.443
185.288,2022-08-08 18:06:47,151609,33.8162797,-106.6519892,1483.699,1508.565
186.319,2022-08-08 18:06:48,151610,33.81628,-106.6519891,1483.769,1508.634
187.32,2022-08-08 18:06:49,151611,33.8162803,-106.6519891,1483.863,1508.729
188.311,2022-08-08 18:06:50,151612,33.8162808,-106.6519895,1484.003,1508.869
189.289,2022-08-08 18:06:51,151613,33.8162811,-106.6519896,1484.086,1508.952
190.328,2022-08-08 18:06:52,151614,33.8162815,-106.6519894,1484.113,1508.978
191.322,2022-08-08 18:06:53,151615,33.8162814,-106.6519888,1484.122,1508.987
192.314,2022-08-08 18:06:54,151616,33.8162816,-106.6519887,1484.162,1509.028
193.319,2022-08-08 18:06:55,151617,33.8162815,-106.6519886,1484.191,1509.056
194.318,2022-08-08 18:06:56,151618,33.8162817,-106.6519887,1484.265,1509.131
195.332,2022-08-08 18:06:57,151619,33.8162817,-106.6519884,1484.338,1509.203
196.293,2022-08-08 18:06:58,151620,33.8162816,-106.6519879,1484.406,1509.272
197.319,2022-08-08 18:06:59,151621,33.8162819,-106.6519878,1484.48,1509.345
198.291,2022-08-08 18:07:00,151622,33.8162822,-106.651988,1484.603,1509.468
199.32,2022-08-08 18:07:01,151623,33.816283,-106.6519888,1484.799,1509.664
200.29,2022-08-08 18:07:02,151624,33.816284,-106.6519896,1484.977,1509.842
201.297,2022-08-08 18:07:03,151625,33.8162844,-106.6519901,1485.108,1509.974
202.295,2022-08-08 18:07:04,151626,33.8162849,-106.6519903,1485.143,1510.008
203.297,2022-08-08 18:07:05,151627,33.8162854,-106.6519907,1485.222,1510.087
204.294,2022-08-08 18:07:06,151628,33.8162859,-106.6519908,1485.303,1510.169
205.321,2022-08-08 18:07:07,151629,33.8162858,-106.6519903,1485.353,1510.218
206.299,2022-08-08 18:07:08,151630,33.8162861,-106.6519896,1485.374,1510.239
207.332,2022-08-08 18:07:09,151631,33.8162862,-106.6519889,1485.439,1510.305
208.32,2022-08-08 18:07:10,151632,33.816286,-106.651988,1485.475,1510.34
209.334,2022-08-08 18:07:11,151633,33.8162865,-106.6519881,1485.53,1510.396
210.293,2022-08-08 18:07:12,151634,33.8162867,-106.6519879,1485.62,1510.485
211.297,2022-08-08 18:07:13,151635,33.8162868,-106.6519875,1485.68,1510.546
212.318,2022-08-08 18:07:14,151636,33.8162872,-106.6519871,1485.709,1510.575
213.32,2022-08-08 18:07:15,151637,33.8162873,-106.6519862,1485.737,1510.603
214.293,2022-08-08 18:07:16,151638,33.8162877,-106.6519856,1485.684,1510.55
215.296,2022-08-08 18:07:17,151639,33.8162883,-106.6519849,1485.762,1510.628
216.295,2022-08-08 18:07:18,151640,33.8162883,-106.6519828,1485.726,1510.592
217.289,2022-08-08 18:07:19,151641,33.8162892,-106.6519824,1485.818,1510.684
218.315,2022-08-08 18:07:20,151642,33.8162899,-106.6519814,1485.859,1510.725
219.32,2022-08-08 18:07:21,151643,33.8162909,-106.6519808,1485.912,1510.778
220.297,2022-08-08 18:07:22,151644,33.816292,-106.6519811,1486.047,1510.913
221.295,2022-08-08 18:07:23,151645,33.8162926,-106.6519801,1486.12,1510.985
222.313,2022-08-08 18:07:24,151646,33.8162928,-106.6519791,1486.271,1511.137
223.298,2022-08-08 18:07:25,151647,33.8162925,-106.6519774,1486.359,1511.224
224.331,2022-08-08 18:07:26,151648,33.8162928,-106.651976,1486.435,1511.3
225.301,2022-08-08 18:07:27,151649,33.8162921,-106.6519739,1486.654,1511.52
226.294,2022-08-08 18:07:28,151650,33.8162916,-106.6519722,1486.886,1511.752
227.296,2022-08-08 18:07:29,151651,33.8162917,-106.6519716,1487.147,1512.013
228.294,2022-08-08 18:07:30,151652,33.8162917,-106.6519712,1487.412,1512.278
229.302,2022-08-08 18:07:31,151653,33.8162919,-106.6519709,1487.748,1512.613
230.316,2022-08-08 18:07:32,151654,33.816292,-106.6519707,1488.018,1512.884
231.3,2022-08-08 18:07:33,151655,33.8162914,-106.6519699,1488.193,1513.059
232.303,2022-08-08 18:07:34,151656,33.8162905,-106.6519689,1488.486,1513.351
233.296,2022-08-08 18:07:35,151657,33.8162899,-106.6519684,1488.722,1513.587
234.317,2022-08-08 18:07:36,151658,33.8162902,-106.6519683,1488.962,1513.828
235.328,2022-08-08 18:07:37,151659,33.8162902,-106.6519675,1489.004,1513.87
236.32,2022-08-08 18:07:38,151660,33.8162914,-106.6519679,1489.08,1513.946
237.301,2022-08-08 18:07:39,151661,33.8162923,-106.6519684,1489.247,1514.112
238.299,2022-08-08 18:07:40,151662,33.816292,-106.6519682,1489.601,1514.467
239.32,2022-08-08 18:07:41,151663,33.8162926,-106.6519682,1489.83,1514.695
240.292,2022-08-08 18:07:42,151664,33.816293,-106.6519691,1490.279,1515.145
241.289,2022-08-08 18:07:43,151665,33.8162941,-106.6519704,1490.596,1515.461
242.306,2022-08-08 18:07:44,151666,33.8162941,-106.6519696,1490.713,1515.578
243.319,2022-08-08 18:07:45,151667,33.8162949,-106.6519699,1490.857,1515.722
244.291,2022-08-08 18:07:46,151668,33.8162954,-106.6519694,1490.92,1515.785
245.316,2022-08-08 18:07:47,151669,33.8162962,-106.6519691,1490.927,1515.792
246.315,2022-08-08 18:07:48,151670,33.8162966,-106.6519682,1490.851,1515.717
247.316,2022-08-08 18:07:49,151671,33.8162962,-106.6519664,1490.694,1515.56
248.29,2022-08-08 18:07:50,151672,33.8162961,-106.6519654,1490.742,1515.607
249.318,2022-08-08 18:07:51,151673,33.8162966,-106.6519655,1490.836,1515.702
250.29,2022-08-08 18:07:52,151674,33.8162981,-106.651965,1490.564,1515.43
251.301,2022-08-08 18:07:53,151675,33.8162995,-106.6519644,1490.291,1515.157
252.321,2022-08-08 18:07:54,151676,33.816301,-106.6519641,1490.107,1514.973
253.32,2022-08-08 18:07:55,151677,33.8163023,-106.6519638,1489.945,1514.811
254.288,2022-08-08 18:07:56,151678,33.8163028,-106.6519628,1489.786,1514.651
255.311,2022-08-08 18:07:57,151679,33.8163034,-106.6519619,1489.567,1514.433
256.303,2022-08-08 18:07:58,151680,33.8163039,-106.6519609,1489.372,1514.238
257.315,2022-08-08 18:07:59,151681,33.8163041,-106.6519597,1489.22,1514.086
258.3,2022-08-08 18:08:00,151682,33.8163045,-106.6519586,1489.075,1513.94
259.318,2022-08-08 18:08:01,151683.001,33.8163045,-106.6519571,1488.944,1513.81
260.295,2022-08-08 18:08:02,151684,33.8163032,-106.6519546,1488.898,1513.764
261.312,2022-08-08 18:08:03,151685,33.8163019,-106.6519524,1488.839,1513.705
262.317,2022-08-08 18:08:04,151686,33.8163008,-106.6519506,1488.842,1513.708
263.322,2022-08-08 18:08:05,151687,33.8162994,-106.6519486,1488.786,1513.651
264.334,2022-08-08 18:08:06,151688,33.8162985,-106.6519478,1488.841,1513.707
265.317,2022-08-08 18:08:07,151689,33.8162972,-106.6519461,1489.013,1513.879
266.291,2022-08-08 18:08:08,151690,33.8162967,-106.6519453,1489.045,1513.911
267.318,2022-08-08 18:08:09,151691,33.8162968,-106.6519451,1489.132,1513.997
268.292,2022-08-08 18:08:10,151692,33.8162972,-106.6519453,1489.279,1514.144
269.319,2022-08-08 18:08:11,151693,33.8162975,-106.6519452,1489.317,1514.183
270.319,2022-08-08 18:08:12,151694,33.8162974,-106.6519447,1489.303,1514.169
271.314,2022-08-08 18:08:13,151695,33.8162974,-106.6519443,1489.326,1514.192
272.295,2022-08-08 18:08:14,151696,33.8162976,-106.6519444,1489.443,1514.308
273.289,2022-08-08 18:08:15,151697,33.8162973,-106.6519435,1489.359,1514.224
274.291,2022-08-08 18:08:16,151698,33.8162977,-106.6519434,1489.253,1514.118
275.295,2022-08-08 18:08:17,151699,33.8162983,-106.6519432,1489.231,1514.097
276.323,2022-08-08 18:08:18,151700,33.8162988,-106.6519438,1489.282,1514.148
277.315,2022-08-08 18:08:19,151701,33.8162992,-106.6519434,1489.273,1514.139
278.322,2022-08-08 18:08:20,151702,33.8162995,-106.6519435,1489.21,1514.075
279.318,2022-08-08 18:08:21,151703,33.8162999,-106.6519442,1489.184,1514.05
280.298,2022-08-08 18:08:22,151704,33.8163007,-106.6519451,1489.221,1514.086
281.319,2022-08-08 18:08:23,151705,33.8163005,-106.6519443,1489.223,1514.089
282.298,2022-08-08 18:08:24,151706,33.8163009,-106.6519442,1489.177,1514.043
283.296,2022-08-08 18:08:25,151707,33.8163015,-106.6519447,1489.215,1514.081
284.315,2022-08-08 18:08:26,151708,33.8163011,-106.6519442,1489.315,1514.181
285.317,2022-08-08 18:08:27,151709,33.8163003,-106.6519429,1489.308,1514.173
286.316,2022-08-08 18:08:28,151710,33.8162995,-106.6519418,1489.364,1514.23
287.293,2022-08-08 18:08:29,151711,33.8162991,-106.6519417,1489.498,1514.364
288.299,2022-08-08 18:08:30,151712,33.8162985,-106.6519413,1489.626,1514.491
289.318,2022-08-08 18:08:31,151713,33.8162977,-106.6519409,1489.732,1514.597
290.289,2022-08-08 18:08:32,151714,33.8162974,-106.6519411,1489.788,1514.654
291.297,2022-08-08 18:08:33,151715,33.8162974,-106.6519412,1489.762,1514.628
292.296,2022-08-08 18:08:34,151716,33.8162972,-106.6519411,1489.7,1514.565
293.316,2022-08-08 18:08:35,151717,33.8162974,-106.6519418,1489.644,1514.51
294.32,2022-08-08 18:08:36,151718,33.8162971,-106.6519414,1489.568,1514.434
295.315,2022-08-08 18:08:37,151719,33.8162973,-106.6519419,1489.627,1514.492
296.29,2022-08-08 18:08:38,151720,33.8162974,-106.6519421,1489.609,1514.474
297.316,2022-08-08 18:08:39,151721,33.8162969,-106.6519417,1489.691,1514.556
298.317,2022-08-08 18:08:40,151722,33.8162965,-106.6519415,1489.691,1514.557
299.321,2022-08-08 18:08:41,151723,33.8162959,-106.6519415,1489.676,1514.541
300.313,2022-08-08 18:08:42,151724,33.8162962,-106.6519424,1489.643,1514.509
301.294,2022-08-08 18:08:43,151725,33.816296,-106.6519428,1489.65,1514.516
302.325,2022-08-08 18:08:44,151726,33.816296,-106.6519435,1489.64,1514.506
303.298,2022-08-08 18:08:45,151727,33.8162953,-106.6519429,1489.548,1514.413
304.333,2022-08-08 18:08:46,151728,33.816295,-106.6519432,1489.647,1514.512
305.3,2022-08-08 18:08:47,151729,33.8162946,-106.6519432,1489.672,1514.537
306.288,2022-08-08 18:08:48,151730,33.8162939,-106.6519428,1489.707,1514.573
307.312,2022-08-08 18:08:49,151731,33.8162928,-106.651942,1489.72,1514.585
308.319,2022-08-08 18:08:50,151732,33.8162914,-106.6519409,1489.577,1514.443
309.29,2022-08-08 18:08:51,151733,33.8162905,-106.6519403,1489.471,1514.337
310.296,2022-08-08 18:08:52,151734,33.8162896,-106.6519398,1489.382,1514.248
311.331,2022-08-08 18:08:53,151735,33.8162898,-106.65194,1489.368,1514.234
312.317,2022-08-08 18:08:54,151736,33.8162887,-106.6519387,1489.292,1514.157
313.314,2022-08-08 18:08:55,151737,33.8162881,-106.6519377,1489.264,1514.13
314.319,2022-08-08 18:08:56,151738,33.8162876,-106.6519371,1489.199,1514.064
315.319,2022-08-08 18:08:57,151739,33.8162864,-106.6519354,1489.174,1514.04
316.319,2022-08-08 18:08:58,151740,33.8162848,-106.6519329,1489.123,1513.988
317.293,2022-08-08 18:08:59,151741,33.8162834,-106.6519306,1489.071,1513.937
318.292,2022-08-08 18:09:00,151742,33.8162821,-106.651929,1488.972,1513.838
319.319,2022-08-08 18:09:01,151743,33.816281,-106.6519278,1488.962,1513.827
320.319,2022-08-08 18:09:02,151744,33.8162803,-106.6519271,1488.956,1513.821
321.299,2022-08-08 18:09:03,151745,33.8162793,-106.6519261,1488.966,1513.832
322.319,2022-08-08 18:09:04,151746,33.8162788,-106.6519251,1489.089,1513.955
323.316,2022-08-08 18:09:05,151747,33.8162773,-106.6519231,1489.14,1514.005
324.286,2022-08-08 18:09:06,151748,33.8162758,-106.6519216,1489.252,1514.117
325.312,2022-08-08 18:09:07,151749,33.8162751,-106.6519215,1489.344,1514.209
