FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),Latitude (deg),Longitude (deg),HaeAlt (m),MslAlt (m)
6627.243,2022-08-08 19:54:09,158051,33.8162067,-106.6519585,1499.868,1524.733
6628.218,2022-08-08 19:54:10,158052,33.816207,-106.6519584,1499.87,1524.736
6629.219,2022-08-08 19:54:11,158053,33.8162075,-106.6519588,1499.839,1524.704
6630.241,2022-08-08 19:54:12,158054,33.816208,-106.6519594,1499.82,1524.685
6631.241,2022-08-08 19:54:13,158055,33.8162083,-106.6519594,1499.78,1524.645
6632.236,2022-08-08 19:54:14,158056,33.8162087,-106.6519591,1499.724,1524.59
6633.225,2022-08-08 19:54:15,158057,33.8162095,-106.6519603,1499.626,1524.492
6634.22,2022-08-08 19:54:16,158058,33.8162096,-106.6519604,1499.666,1524.532
6635.234,2022-08-08 19:54:17,158059,33.8162095,-106.6519603,1499.654,1524.52
6636.243,2022-08-08 19:54:18,158060,33.8162096,-106.6519603,1499.576,1524.441
6637.242,2022-08-08 19:54:19,158061,33.81621,-106.6519615,1499.485,1524.35
6638.24,2022-08-08 19:54:20,158062,33.8162107,-106.6519627,1499.445,1524.31
6639.241,2022-08-08 19:54:21,158063,33.8162112,-106.6519639,1499.379,1524.245
6640.223,2022-08-08 19:54:22,158064,33.8162109,-106.6519633,1499.401,1524.266
6641.216,2022-08-08 19:54:23,158065,33.8162114,-106.6519647,1499.32,1524.186
6642.224,2022-08-08 19:54:24,158066,33.8162118,-106.6519663,1499.22,1524.085
6643.217,2022-08-08 19:54:25,158067,33.816212,-106.6519669,1499.171,1524.037
6644.241,2022-08-08 19:54:26,158068,33.8162125,-106.6519674,1499.114,1523.98
6645.242,2022-08-08 19:54:27,158069,33.8162129,-106.6519674,1499.064,1523.929
6646.213,2022-08-08 19:54:28,158070,33.8162131,-106.6519677,1499.004,1523.87
6647.241,2022-08-08 19:54:29,158071,33.8162146,-106.6519697,1498.802,1523.667
6648.218,2022-08-08 19:54:30,158072,33.8162141,-106.651969,1498.905,1523.77
6649.223,2022-08-08 19:54:31,158073,33.8162136,-106.6519671,1498.95,1523.816
6650.254,2022-08-08 19:54:32,158074,33.8162138,-106.6519653,1498.884,1523.75
6651.242,2022-08-08 19:54:33,158075,33.816214,-106.651965,1498.822,1523.688
6652.224,2022-08-08 19:54:34,158076,33.8162147,-106.6519651,1498.679,1523.545
6653.219,2022-08-08 19:54:35,158077,33.8162155,-106.6519648,1498.578,1523.444
6654.257,2022-08-08 19:54:36,158078,33.8162152,-106.6519642,1498.588,1523.454
6655.215,2022-08-08 19:54:37,158079,33.8162156,-106.6519643,1498.462,1523.327
6656.221,2022-08-08 19:54:38,158080,33.8162167,-106.6519651,1498.248,1523.114
6657.223,2022-08-08 19:54:39,158081,33.8162178,-106.6519644,1498.086,1522.951
6658.216,2022-08-08 19:54:40,158082,33.8162187,-106.6519647,1497.932,1522.798
6659.216,2022-08-08 19:54:41,158083,33.8162185,-106.6519661,1497.906,1522.772
6660.216,2022-08-08 19:54:42,158084,33.816218,-106.6519667,1497.887,1522.753
6661.224,2022-08-08 19:54:43,158085,33.8162215,-106.6519712,1497.321,1522.186
6662.263,2022-08-08 19:54:44,158086,33.8162237,-106.6519729,1496.923,1521.789
6663.238,2022-08-08 19:54:45,158087,33.8162238,-106.6519723,1496.88,1521.746
6664.224,2022-08-08 19:54:46,158088,33.8162257,-106.6519733,1496.608,1521.474
6665.24,2022-08-08 19:54:47,158089,33.8162269,-106.6519744,1496.39,1521.256
6666.217,2022-08-08 19:54:48,158090,33.8162284,-106.6519759,1496.083,1520.948
6667.242,2022-08-08 19:54:49,158091,33.8162296,-106.6519775,1495.832,1520.698
6668.239,2022-08-08 19:54:50,158092,33.8162302,-106.6519779,1495.669,1520.535
6669.239,2022-08-08 19:54:51,158093,33.8162308,-106.6519773,1495.538,1520.403
6670.218,2022-08-08 19:54:52,158094,33.8162304,-106.6519757,1495.474,1520.34
6671.241,2022-08-08 19:54:53,158095,33.8162317,-106.651976,1495.225,1520.09
6672.218,2022-08-08 19:54:54,158096,33.8162332,-106.651977,1494.894,1519.76
6673.241,2022-08-08 19:54:55,158097,33.8162348,-106.651978,1494.567,1519.433
6674.221,2022-08-08 19:54:56,158098,33.8162362,-106.651977,1494.358,1519.224
6675.227,2022-08-08 19:54:57,158099,33.8162373,-106.6519775,1494.183,1519.049
6676.213,2022-08-08 19:54:58,158100,33.8162393,-106.6519788,1493.818,1518.684
6677.242,2022-08-08 19:54:59,158101,33.8162402,-106.6519783,1493.658,1518.523
6678.241,2022-08-08 19:55:00,158102,33.8162403,-106.6519764,1493.626,1518.492
6679.243,2022-08-08 19:55:01,158103,33.8162409,-106.6519752,1493.544,1518.409
6680.242,2022-08-08 19:55:02,158104,33.8162418,-106.651974,1493.321,1518.187
6681.24,2022-08-08 19:55:03,158105,33.816243,-106.6519737,1493.088,1517.953
6682.249,2022-08-08 19:55:04,158106,33.8162435,-106.6519726,1492.924,1517.789
6683.218,2022-08-08 19:55:05,158107,33.8162447,-106.6519729,1492.683,1517.549
6684.243,2022-08-08 19:55:06,158108,33.8162443,-106.6519698,1492.678,1517.543
6685.241,2022-08-08 19:55:07,158109,33.8162443,-106.6519679,1492.641,1517.507
6686.223,2022-08-08 19:55:08,158110,33.8162447,-106.651966,1492.562,1517.428
6687.22,2022-08-08 19:55:09,158111,33.8162451,-106.6519653,1492.457,1517.323
6688.26,2022-08-08 19:55:10,158112,33.8162452,-106.6519642,1492.332,1517.198
6689.243,2022-08-08 19:55:11,158113,33.8162454,-106.6519629,1492.244,1517.11
6690.242,2022-08-08 19:55:12,158114,33.8162461,-106.6519635,1491.979,1516.845
6691.211,2022-08-08 19:55:13,158115,33.8162455,-106.6519607,1491.998,1516.864
6692.223,2022-08-08 19:55:14,158116,33.8162456,-106.65196,1491.863,1516.729
6693.247,2022-08-08 19:55:15,158117,33.8162454,-106.6519594,1491.759,1516.624
6694.225,2022-08-08 19:55:16,158118,33.8162455,-106.6519577,1491.698,1516.563
6695.24,2022-08-08 19:55:17,158119,33.8162461,-106.6519588,1491.501,1516.367
6696.243,2022-08-08 19:55:18,158120,33.8162462,-106.6519591,1491.392,1516.258
6697.243,2022-08-08 19:55:19,158121,33.8162456,-106.6519566,1491.393,1516.258
6698.24,2022-08-08 19:55:20,158122,33.8162447,-106.6519548,1491.443,1516.309
6699.241,2022-08-08 19:55:21,158123,33.8162439,-106.651952,1491.53,1516.395
6700.224,2022-08-08 19:55:22,158124,33.8162435,-106.6519516,1491.499,1516.365
6701.226,2022-08-08 19:55:23,158125,33.8162433,-106.6519515,1491.488,1516.354
6702.244,2022-08-08 19:55:24,158126,33.8162427,-106.6519509,1491.467,1516.332
6703.244,2022-08-08 19:55:25,158127,33.816242,-106.6519495,1491.504,1516.37
6704.225,2022-08-08 19:55:26,158128,33.8162418,-106.651949,1491.514,1516.379
6705.243,2022-08-08 19:55:27,158129,33.8162406,-106.6519453,1491.684,1516.549
6706.242,2022-08-08 19:55:28,158130,33.8162399,-106.6519429,1491.837,1516.703
6707.244,2022-08-08 19:55:29,158131,33.8162395,-106.6519423,1491.848,1516.714
6708.223,2022-08-08 19:55:30,158132,33.8162389,-106.6519406,1491.868,1516.734
6709.236,2022-08-08 19:55:31,158133,33.8162385,-106.6519396,1491.875,1516.74
6710.225,2022-08-08 19:55:32,158134,33.8162384,-106.65194,1491.889,1516.755
6711.242,2022-08-08 19:55:33,158135,33.8162376,-106.6519382,1491.995,1516.86
6712.242,2022-08-08 19:55:34,158136,33.8162374,-106.6519376,1492.008,1516.874
6713.24,2022-08-08 19:55:35,158137,33.8162373,-106.6519365,1492.018,1516.884
6714.213,2022-08-08 19:55:36,158138,33.8162365,-106.6519338,1492.133,1516.999
6715.223,2022-08-08 19:55:37,158139,33.8162361,-106.6519332,1492.143,1517.008
6716.242,2022-08-08 19:55:38,158140,33.816236,-106.6519325,1492.146,1517.012
6717.241,2022-08-08 19:55:39,158141,33.816236,-106.6519328,1492.156,1517.022
6718.242,2022-08-08 19:55:40,158142,33.816236,-106.6519311,1492.113,1516.979
6719.213,2022-08-08 19:55:41,158143,33.8162358,-106.6519301,1492.058,1516.923
6720.24,2022-08-08 19:55:42,158144,33.8162357,-106.6519305,1492.046,1516.911
6721.221,2022-08-08 19:55:43,158145,33.8162356,-106.6519279,1492.222,1517.087
6722.246,2022-08-08 19:55:44,158146,33.8162353,-106.6519264,1492.388,1517.254
6723.242,2022-08-08 19:55:45,158147,33.816236,-106.6519292,1492.3,1517.166
6724.223,2022-08-08 19:55:46,158148,33.8162368,-106.6519311,1492.024,1516.89
6725.224,2022-08-08 19:55:47,158149,33.816237,-106.6519323,1491.861,1516.726
6726.241,2022-08-08 19:55:48,158150,33.8162374,-106.6519346,1491.625,1516.491
6727.219,2022-08-08 19:55:49,158151,33.8162379,-106.651938,1491.345,1516.211
6728.216,2022-08-08 19:55:50,158152,33.8162378,-106.65194,1491.152,1516.018
6729.218,2022-08-08 19:55:51,158153,33.8162374,-106.6519406,1491.006,1515.872
6730.259,2022-08-08 19:55:52,158154,33.8162373,-106.651943,1490.78,1515.646
6731.245,2022-08-08 19:55:53,158155,33.8162371,-106.6519442,1490.574,1515.44
6732.218,2022-08-08 19:55:54,158156.001,33.8162372,-106.651947,1490.323,1515.189
6733.22,2022-08-08 19:55:55,158157,33.8162373,-106.6519489,1490.103,1514.969
6734.224,2022-08-08 19:55:56,158158,33.8162372,-106.65195,1489.945,1514.81
6735.243,2022-08-08 19:55:57,158159,33.8162373,-106.6519526,1489.634,1514.499
6736.243,2022-08-08 19:55:58,158160,33.8162373,-106.6519552,1489.316,1514.181
6737.218,2022-08-08 19:55:59,158161,33.8162371,-106.6519575,1489.055,1513.921
6738.227,2022-08-08 19:56:00,158162,33.8162372,-106.6519605,1488.782,1513.647
6739.24,2022-08-08 19:56:01,158163,33.8162372,-106.6519634,1488.576,1513.441
6740.242,2022-08-08 19:56:02,158164,33.816237,-106.651966,1488.356,1513.221
6741.241,2022-08-08 19:56:03,158165,33.8162368,-106.651968,1488.192,1513.058
6742.224,2022-08-08 19:56:04,158166,33.8162366,-106.6519697,1487.984,1512.849
6743.223,2022-08-08 19:56:05,158167,33.8162367,-106.6519716,1487.804,1512.669
6744.213,2022-08-08 19:56:06,158168,33.8162366,-106.651973,1487.621,1512.486
6745.244,2022-08-08 19:56:07,158169,33.8162366,-106.6519747,1487.44,1512.305
6746.223,2022-08-08 19:56:08,158170,33.8162362,-106.6519751,1487.315,1512.181
6747.241,2022-08-08 19:56:09,158171,33.8162359,-106.6519759,1487.223,1512.088
6748.245,2022-08-08 19:56:10,158172,33.8162356,-106.6519761,1487.147,1512.013
6749.222,2022-08-08 19:56:11,158173,33.816235,-106.6519762,1487.033,1511.899
6750.243,2022-08-08 19:56:12,158174,33.8162344,-106.6519769,1486.965,1511.83
6751.243,2022-08-08 19:56:13,158175,33.8162335,-106.651977,1486.937,1511.802
6752.214,2022-08-08 19:56:14,158176,33.8162331,-106.6519773,1486.854,1511.719
6753.242,2022-08-08 19:56:15,158177,33.8162326,-106.6519769,1486.846,1511.712
6754.243,2022-08-08 19:56:16,158178,33.8162323,-106.6519763,1486.849,1511.715
6755.244,2022-08-08 19:56:17,158179,33.8162319,-106.6519751,1486.88,1511.745
6756.228,2022-08-08 19:56:18,158180,33.8162317,-106.6519737,1486.906,1511.772
6757.244,2022-08-08 19:56:19,158181,33.8162314,-106.6519725,1486.918,1511.783
6758.213,2022-08-08 19:56:20,158182,33.8162311,-106.6519716,1486.907,1511.772
6759.242,2022-08-08 19:56:21,158183,33.816231,-106.6519711,1486.871,1511.737
6760.242,2022-08-08 19:56:22,158184,33.8162307,-106.6519698,1486.885,1511.751
6761.226,2022-08-08 19:56:23,158185,33.8162303,-106.651969,1486.851,1511.716
6762.226,2022-08-08 19:56:24,158186,33.8162299,-106.6519675,1486.832,1511.697
6763.225,2022-08-08 19:56:25,158187,33.8162298,-106.6519663,1486.787,1511.653
6764.225,2022-08-08 19:56:26,158188,33.8162298,-106.6519652,1486.738,1511.604
6765.22,2022-08-08 19:56:27,158189,33.8162297,-106.6519639,1486.748,1511.613
6766.218,2022-08-08 19:56:28,158190,33.8162297,-106.6519626,1486.754,1511.62
6767.213,2022-08-08 19:56:29,158191,33.8162294,-106.6519615,1486.798,1511.663
6768.24,2022-08-08 19:56:30,158192,33.8162293,-106.6519607,1486.762,1511.628
6769.211,2022-08-08 19:56:31,158193,33.8162289,-106.6519602,1486.769,1511.635
6770.216,2022-08-08 19:56:32,158194,33.8162287,-106.6519593,1486.837,1511.703
6771.24,2022-08-08 19:56:33,158195,33.8162284,-106.6519583,1486.868,1511.734
6772.219,2022-08-08 19:56:34,158196,33.8162278,-106.6519575,1486.863,1511.729
6773.24,2022-08-08 19:56:35,158197,33.8162275,-106.6519567,1486.885,1511.751
6774.239,2022-08-08 19:56:36,158198,33.8162275,-106.6519563,1486.867,1511.733
6775.222,2022-08-08 19:56:37,158199,33.8162279,-106.6519563,1486.848,1511.713
6776.241,2022-08-08 19:56:38,158200,33.8162278,-106.6519554,1486.838,1511.704
6777.224,2022-08-08 19:56:39,158201,33.8162278,-106.6519548,1486.829,1511.695
6778.239,2022-08-08 19:56:40,158202,33.8162279,-106.6519543,1486.889,1511.755
6779.242,2022-08-08 19:56:41,158203,33.8162278,-106.6519538,1486.988,1511.854
6780.242,2022-08-08 19:56:42,158204,33.8162281,-106.6519533,1487.07,1511.936
6781.261,2022-08-08 19:56:43,158205,33.8162279,-106.6519524,1487.124,1511.989
6782.215,2022-08-08 19:56:44,158206,33.8162274,-106.6519513,1487.177,1512.042
6783.243,2022-08-08 19:56:45,158207,33.816227,-106.6519506,1487.217,1512.083
6784.243,2022-08-08 19:56:46,158208,33.8162268,-106.6519499,1487.28,1512.146
6785.226,2022-08-08 19:56:47,158209,33.8162263,-106.6519489,1487.399,1512.264
6786.213,2022-08-08 19:56:48,158210,33.8162253,-106.6519475,1487.488,1512.354
6787.217,2022-08-08 19:56:49,158211,33.8162241,-106.6519461,1487.631,1512.497
6788.219,2022-08-08 19:56:50,158212,33.816223,-106.6519446,1487.775,1512.64
6789.212,2022-08-08 19:56:51,158213,33.8162218,-106.651943,1487.926,1512.792
6790.223,2022-08-08 19:56:52,158214,33.8162209,-106.6519418,1488.071,1512.936
6791.211,2022-08-08 19:56:53,158215,33.8162197,-106.6519403,1488.187,1513.052
6792.212,2022-08-08 19:56:54,158216,33.8162184,-106.651939,1488.288,1513.154
6793.221,2022-08-08 19:56:55,158217,33.8162172,-106.6519378,1488.427,1513.293
6794.241,2022-08-08 19:56:56,158218,33.816216,-106.6519364,1488.507,1513.373
6795.239,2022-08-08 19:56:57,158219,33.8162149,-106.6519351,1488.619,1513.485
6796.217,2022-08-08 19:56:58,158220,33.816214,-106.6519337,1488.745,1513.61
6797.21,2022-08-08 19:56:59,158221,33.8162132,-106.6519325,1488.845,1513.711
6798.221,2022-08-08 19:57:00,158222,33.8162127,-106.6519318,1488.946,1513.812
6799.221,2022-08-08 19:57:01,158223,33.8162121,-106.6519311,1489.032,1513.898
6800.242,2022-08-08 19:57:02,158224,33.8162115,-106.6519304,1489.155,1514.021
6801.242,2022-08-08 19:57:03,158225,33.8162113,-106.6519297,1489.263,1514.128
6802.241,2022-08-08 19:57:04,158226,33.8162108,-106.6519289,1489.4,1514.266
6803.24,2022-08-08 19:57:05,158227,33.8162105,-106.6519282,1489.539,1514.405
6804.236,2022-08-08 19:57:06,158228,33.8162107,-106.6519279,1489.664,1514.53
6805.246,2022-08-08 19:57:07,158229,33.8162104,-106.6519273,1489.796,1514.662
6806.24,2022-08-08 19:57:08,158230,33.81621,-106.6519268,1489.953,1514.819
6807.24,2022-08-08 19:57:09,158231,33.8162096,-106.6519261,1490.094,1514.96
6808.241,2022-08-08 19:57:10,158232,33.8162091,-106.6519252,1490.22,1515.086
6809.242,2022-08-08 19:57:11,158233,33.8162087,-106.651924,1490.363,1515.229
6810.24,2022-08-08 19:57:12,158234,33.8162084,-106.6519228,1490.503,1515.369
6811.238,2022-08-08 19:57:13,158235,33.8162083,-106.6519218,1490.628,1515.493
6812.241,2022-08-08 19:57:14,158236,33.8162077,-106.6519209,1490.762,1515.627
6813.241,2022-08-08 19:57:15,158237,33.8162073,-106.6519203,1490.885,1515.75
6814.219,2022-08-08 19:57:16,158238,33.8162068,-106.6519199,1491.024,1515.89
6815.213,2022-08-08 19:57:17,158239,33.8162062,-106.6519193,1491.133,1515.998
6816.227,2022-08-08 19:57:18,158240,33.8162057,-106.6519185,1491.255,1516.121
6817.238,2022-08-08 19:57:19,158241,33.8162045,-106.6519174,1491.384,1516.25
6818.219,2022-08-08 19:57:20,158242,33.8162037,-106.6519167,1491.508,1516.373
6819.242,2022-08-08 19:57:21,158243,33.8162028,-106.651916,1491.601,1516.467
6820.22,2022-08-08 19:57:22,158244,33.8162021,-106.6519157,1491.666,1516.532
6821.221,2022-08-08 19:57:23,158245,33.8162019,-106.6519154,1491.664,1516.529
6822.214,2022-08-08 19:57:24,158246,33.8162014,-106.651915,1491.686,1516.552
6823.22,2022-08-08 19:57:25,158247,33.8162004,-106.6519135,1491.856,1516.722
6824.227,2022-08-08 19:57:26,158248,33.8161994,-106.6519118,1492.052,1516.917
6825.259,2022-08-08 19:57:27,158249,33.8161982,-106.6519104,1492.15,1517.016
6826.219,2022-08-08 19:57:28,158250,33.8161975,-106.6519092,1492.185,1517.05
6827.22,2022-08-08 19:57:29,158251,33.8161969,-106.6519085,1492.291,1517.157
6828.243,2022-08-08 19:57:30,158252,33.8161962,-106.6519083,1492.331,1517.197
6829.243,2022-08-08 19:57:31,158253,33.8161964,-106.6519081,1492.334,1517.199
6830.238,2022-08-08 19:57:32,158254,33.8161972,-106.6519081,1492.249,1517.115
6831.256,2022-08-08 19:57:33,158255,33.816197,-106.6519088,1492.229,1517.095
6832.241,2022-08-08 19:57:34,158256,33.816197,-106.6519079,1492.124,1516.99
6833.225,2022-08-08 19:57:35,158257,33.816197,-106.6519066,1492.021,1516.886
6834.242,2022-08-08 19:57:36,158258,33.816197,-106.6519055,1491.9,1516.766
6835.22,2022-08-08 19:57:37,158259,33.8161975,-106.6519047,1491.74,1516.606
6836.24,2022-08-08 19:57:38,158260,33.8161985,-106.6519041,1491.49,1516.356
6837.225,2022-08-08 19:57:39,158261,33.8161991,-106.6519041,1491.249,1516.114
6838.217,2022-08-08 19:57:40,158262,33.8161996,-106.6519044,1491.074,1515.939
6839.25,2022-08-08 19:57:41,158263,33.8161997,-106.6519048,1490.963,1515.829
6840.223,2022-08-08 19:57:42,158264,33.8162003,-106.6519056,1490.754,1515.619
6841.241,2022-08-08 19:57:43,158265.001,33.8161996,-106.651906,1490.717,1515.583
6842.218,2022-08-08 19:57:44,158266,33.8161989,-106.6519063,1490.663,1515.528
6843.233,2022-08-08 19:57:45,158267,33.8161983,-106.651907,1490.603,1515.468
6844.225,2022-08-08 19:57:46,158268,33.8161979,-106.651907,1490.502,1515.368
6845.24,2022-08-08 19:57:47,158269,33.8161976,-106.6519071,1490.442,1515.308
6846.215,2022-08-08 19:57:48,158270,33.8161981,-106.6519076,1490.335,1515.201
6847.241,2022-08-08 19:57:49,158271,33.8161977,-106.6519089,1490.237,1515.102
6848.216,2022-08-08 19:57:50,158272,33.816197,-106.6519097,1490.106,1514.972
6849.242,2022-08-08 19:57:51,158273,33.8161972,-106.6519104,1490.043,1514.909
6850.218,2022-08-08 19:57:52,158274,33.8161974,-106.6519112,1489.966,1514.832
6851.242,2022-08-08 19:57:53,158275,33.8161974,-106.6519119,1489.88,1514.745
6852.241,2022-08-08 19:57:54,158276,33.8161967,-106.6519129,1489.824,1514.69
6853.226,2022-08-08 19:57:55,158277,33.8161953,-106.6519135,1489.814,1514.68
6854.24,2022-08-08 19:57:56,158278,33.8161944,-106.651914,1489.811,1514.677
6855.244,2022-08-08 19:57:57,158279,33.8161935,-106.6519146,1489.803,1514.669
6856.24,2022-08-08 19:57:58,158280,33.8161932,-106.6519154,1489.674,1514.539
6857.243,2022-08-08 19:57:59,158281,33.8161929,-106.6519165,1489.657,1514.522
6858.218,2022-08-08 19:58:00,158282,33.8161927,-106.6519174,1489.618,1514.484
6859.213,2022-08-08 19:58:01,158283,33.8161924,-106.6519181,1489.605,1514.47
6860.209,2022-08-08 19:58:02,158284,33.8161923,-106.6519185,1489.5,1514.366
6861.242,2022-08-08 19:58:03,158285,33.8161931,-106.651919,1489.489,1514.354
6862.24,2022-08-08 19:58:04,158286,33.8161925,-106.6519195,1489.532,1514.398
6863.223,2022-08-08 19:58:05,158287,33.8161914,-106.65192,1489.6,1514.466
6864.214,2022-08-08 19:58:06,158288,33.8161909,-106.6519201,1489.646,1514.512
6865.243,2022-08-08 19:58:07,158289,33.8161907,-106.65192,1489.74,1514.605
6866.241,2022-08-08 19:58:08,158290,33.8161902,-106.6519198,1489.868,1514.734
6867.223,2022-08-08 19:58:09,158291,33.8161896,-106.6519193,1489.98,1514.846
6868.212,2022-08-08 19:58:10,158292,33.8161891,-106.6519191,1490.121,1514.986
6869.215,2022-08-08 19:58:11,158293,33.8161886,-106.6519186,1490.252,1515.118
6870.242,2022-08-08 19:58:12,158294,33.8161882,-106.6519177,1490.34,1515.206
6871.218,2022-08-08 19:58:13,158295,33.8161884,-106.6519174,1490.429,1515.295
6872.22,2022-08-08 19:58:14,158296,33.8161879,-106.6519172,1490.583,1515.449
6873.24,2022-08-08 19:58:15,158297,33.8161871,-106.6519169,1490.791,1515.656
6874.228,2022-08-08 19:58:16,158298,33.8161865,-106.6519172,1491,1515.866
6875.241,2022-08-08 19:58:17,158299,33.816186,-106.6519175,1491.116,1515.982
6876.241,2022-08-08 19:58:18,158300,33.8161855,-106.6519177,1491.301,1516.167
6877.24,2022-08-08 19:58:19,158301,33.8161847,-106.6519179,1491.488,1516.353
6878.243,2022-08-08 19:58:20,158302,33.8161842,-106.6519183,1491.646,1516.511
6879.242,2022-08-08 19:58:21,158303,33.8161841,-106.6519188,1491.82,1516.685
6880.213,2022-08-08 19:58:22,158304,33.8161838,-106.6519194,1491.895,1516.761
6881.222,2022-08-08 19:58:23,158305,33.8161844,-106.6519198,1492.008,1516.873
6882.237,2022-08-08 19:58:24,158306,33.8161847,-106.6519202,1492.114,1516.98
6883.242,2022-08-08 19:58:25,158307,33.8161847,-106.6519207,1492.27,1517.136
6884.257,2022-08-08 19:58:26,158308,33.8161849,-106.6519213,1492.41,1517.276
6885.22,2022-08-08 19:58:27,158309,33.8161855,-106.6519221,1492.525,1517.391
6886.22,2022-08-08 19:58:28,158310,33.816186,-106.6519228,1492.608,1517.473
6887.213,2022-08-08 19:58:29,158311,33.8161862,-106.6519233,1492.749,1517.615
6888.221,2022-08-08 19:58:30,158312,33.8161859,-106.6519241,1492.948,1517.813
6889.259,2022-08-08 19:58:31,158313,33.8161854,-106.6519244,1493.199,1518.065
6890.22,2022-08-08 19:58:32,158314,33.8161851,-106.6519249,1493.398,1518.264
6891.222,2022-08-08 19:58:33,158315,33.8161845,-106.6519251,1493.632,1518.498
6892.214,2022-08-08 19:58:34,158316,33.8161842,-106.6519258,1493.832,1518.698
6893.244,2022-08-08 19:58:35,158317,33.8161837,-106.6519263,1494.124,1518.99
6894.241,2022-08-08 19:58:36,158318,33.8161837,-106.6519263,1494.384,1519.249
6895.213,2022-08-08 19:58:37,158319,33.8161835,-106.6519261,1494.598,1519.464
6896.24,2022-08-08 19:58:38,158320,33.8161829,-106.6519259,1494.809,1519.675
6897.241,2022-08-08 19:58:39,158321,33.816182,-106.6519258,1495.083,1519.949
6898.226,2022-08-08 19:58:40,158322,33.8161816,-106.6519255,1495.299,1520.165
6899.229,2022-08-08 19:58:41,158323,33.8161812,-106.6519257,1495.521,1520.386
6900.242,2022-08-08 19:58:42,158324,33.8161806,-106.6519258,1495.72,1520.586
6901.221,2022-08-08 19:58:43,158325,33.8161807,-106.6519261,1495.815,1520.681
6902.245,2022-08-08 19:58:44,158326,33.8161801,-106.6519261,1496.02,1520.885
6903.222,2022-08-08 19:58:45,158327,33.8161801,-106.6519261,1496.14,1521.005
6904.245,2022-08-08 19:58:46,158328,33.8161801,-106.651926,1496.24,1521.106
6905.222,2022-08-08 19:58:47,158329,33.8161801,-106.6519257,1496.267,1521.133
6906.219,2022-08-08 19:58:48,158330,33.8161801,-106.6519258,1496.371,1521.237
6907.241,2022-08-08 19:58:49,158331,33.81618,-106.6519261,1496.477,1521.342
6908.21,2022-08-08 19:58:50,158332,33.8161803,-106.6519264,1496.486,1521.351
6909.242,2022-08-08 19:58:51,158333,33.816181,-106.651927,1496.517,1521.382
6910.246,2022-08-08 19:58:52,158334,33.8161813,-106.6519276,1496.561,1521.427
6911.243,2022-08-08 19:58:53,158335,33.8161816,-106.6519281,1496.611,1521.476
6912.243,2022-08-08 19:58:54,158336,33.8161817,-106.6519283,1496.726,1521.591
6913.242,2022-08-08 19:58:55,158337,33.8161815,-106.651928,1496.855,1521.721
6914.243,2022-08-08 19:58:56,158338,33.8161816,-106.6519283,1496.938,1521.804
6915.242,2022-08-08 19:58:57,158339,33.8161815,-106.6519284,1497.044,1521.91
6916.24,2022-08-08 19:58:58,158340,33.8161811,-106.6519283,1497.156,1522.022
6917.225,2022-08-08 19:58:59,158341,33.8161806,-106.6519285,1497.317,1522.183
6918.242,2022-08-08 19:59:00,158342,33.8161803,-106.6519286,1497.433,1522.299
6919.216,2022-08-08 19:59:01,158343,33.8161799,-106.6519288,1497.629,1522.495
6920.223,2022-08-08 19:59:02,158344,33.8161794,-106.6519292,1497.723,1522.588
6921.215,2022-08-08 19:59:03,158345,33.816179,-106.6519295,1497.77,1522.636
6922.24,2022-08-08 19:59:04,158346,33.8161785,-106.6519303,1497.918,1522.784
6923.239,2022-08-08 19:59:05,158347,33.8161784,-106.6519312,1497.983,1522.849
6924.242,2022-08-08 19:59:06,158348,33.8161787,-106.6519323,1497.971,1522.837
6925.213,2022-08-08 19:59:07,158349,33.8161787,-106.6519333,1497.97,1522.836
6926.214,2022-08-08 19:59:08,158350,33.8161785,-106.6519342,1498.017,1522.883
6927.258,2022-08-08 19:59:09,158351,33.8161782,-106.6519351,1498.012,1522.878
6928.243,2022-08-08 19:59:10,158352,33.8161777,-106.6519354,1498.086,1522.952
6929.228,2022-08-08 19:59:11,158353,33.8161774,-106.6519359,1498.17,1523.036
6930.219,2022-08-08 19:59:12,158354,33.8161772,-106.6519368,1498.209,1523.074
6931.223,2022-08-08 19:59:13,158355,33.8161771,-106.6519377,1498.204,1523.07
6932.244,2022-08-08 19:59:14,158356,33.8161767,-106.6519385,1498.258,1523.123
6933.243,2022-08-08 19:59:15,158357,33.8161766,-106.6519389,1498.24,1523.105
6934.215,2022-08-08 19:59:16,158358,33.8161765,-106.6519398,1498.273,1523.138
6935.218,2022-08-08 19:59:17,158359,33.8161765,-106.6519409,1498.308,1523.173
6936.24,2022-08-08 19:59:18,158360,33.8161763,-106.6519416,1498.291,1523.157
6937.225,2022-08-08 19:59:19,158361,33.816176,-106.6519424,1498.358,1523.223
6938.213,2022-08-08 19:59:20,158362,33.8161759,-106.651943,1498.348,1523.214
6939.225,2022-08-08 19:59:21,158363,33.8161759,-106.6519432,1498.367,1523.233
6940.246,2022-08-08 19:59:22,158364,33.8161759,-106.6519432,1498.351,1523.217
6941.24,2022-08-08 19:59:23,158365,33.816176,-106.6519435,1498.332,1523.198
6942.243,2022-08-08 19:59:24,158366,33.8161759,-106.6519435,1498.32,1523.185
6943.245,2022-08-08 19:59:25,158367,33.8161759,-106.651943,1498.258,1523.124
6944.221,2022-08-08 19:59:26,158368,33.8161759,-106.651943,1498.298,1523.164
