FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),PositionX (m),PositionY (m),PositionZ (m)
3090.26,2022-08-08 18:55:12,154514,-1520434.13,-5083356.51,3530371.17
3091.257,2022-08-08 18:55:13,154515,-1520433.95,-5083356.92,3530371.28
3092.285,2022-08-08 18:55:14,154516.001,-1520433.82,-5083357.12,3530371.35
3093.265,2022-08-08 18:55:15,154517,-1520433.68,-5083357.47,3530371.4
3094.286,2022-08-08 18:55:16,154518,-1520433.58,-5083357.67,3530371.45
3095.281,2022-08-08 18:55:17,154519,-1520433.44,-5083357.98,3530371.54
3096.279,2022-08-08 18:55:18,154520,-1520433.34,-5083358.16,3530371.55
3097.251,2022-08-08 18:55:19,154521,-1520433.22,-5083358.56,3530371.54
3098.265,2022-08-08 18:55:20,154522,-1520433.2,-5083358.59,3530371.48
3099.257,2022-08-08 18:55:21,154523,-1520433.1,-5083358.89,3530371.45
3100.259,2022-08-08 18:55:22,154524,-1520433.01,-5083359.11,3530371.41
3101.284,2022-08-08 18:55:23,154525,-1520432.97,-5083359.17,3530371.34
3102.279,2022-08-08 18:55:24,154526,-1520432.99,-5083359.07,3530371.25
3103.266,2022-08-08 18:55:25,154527,-1520432.98,-5083359.06,3530371.18
3104.251,2022-08-08 18:55:26,154528,-1520432.96,-5083359.1,3530371.06
3105.281,2022-08-08 18:55:27,154529,-1520432.92,-5083359.23,3530370.98
3106.283,2022-08-08 18:55:28,154530,-1520432.94,-5083359.21,3530370.92
3107.281,2022-08-08 18:55:29,154531,-1520432.96,-5083359.14,3530370.86
3108.252,2022-08-08 18:55:30,154532,-1520432.95,-5083359.22,3530370.8
3109.298,2022-08-08 18:55:31,154533,-1520432.93,-5083359.27,3530370.75
3110.28,2022-08-08 18:55:32,154534,-1520432.94,-5083359.19,3530370.73
3111.252,2022-08-08 18:55:33,154535,-1520432.9,-5083359.26,3530370.72
3112.281,2022-08-08 18:55:34,154536,-1520432.84,-5083359.4,3530370.69
3113.281,2022-08-08 18:55:35,154537,-1520432.83,-5083359.38,3530370.68
3114.252,2022-08-08 18:55:36,154538,-1520432.87,-5083359.16,3530370.6
3115.258,2022-08-08 18:55:37,154539,-1520432.87,-5083359.04,3530370.51
3116.28,2022-08-08 18:55:38,154540,-1520432.91,-5083358.84,3530370.43
3117.284,2022-08-08 18:55:39,154541,-1520432.95,-5083358.62,3530370.36
3118.256,2022-08-08 18:55:40,154542,-1520432.99,-5083358.43,3530370.29
3119.281,2022-08-08 18:55:41,154543,-1520433,-5083358.41,3530370.21
3120.258,2022-08-08 18:55:42,154544,-1520433,-5083358.33,3530370.19
3121.28,2022-08-08 18:55:43,154545,-1520433.05,-5083358.11,3530370.16
3122.286,2022-08-08 18:55:44,154546,-1520433.05,-5083358.01,3530370.11
3123.265,2022-08-08 18:55:45,154547,-1520433.04,-5083357.93,3530370.06
3124.283,2022-08-08 18:55:46,154548,-1520433.07,-5083357.77,3530369.99
3125.282,2022-08-08 18:55:47,154549,-1520433.07,-5083357.67,3530369.93
3126.259,2022-08-08 18:55:48,154550,-1520433.06,-5083357.47,3530369.91
3127.261,2022-08-08 18:55:49,154551,-1520433.06,-5083357.35,3530369.87
3128.28,2022-08-08 18:55:50,154552,-1520433.1,-5083357.18,3530369.79
3129.253,2022-08-08 18:55:51,154553,-1520433.13,-5083356.96,3530369.71
3130.282,2022-08-08 18:55:52,154554,-1520433.13,-5083356.83,3530369.71
3131.256,2022-08-08 18:55:53,154555,-1520433.15,-5083356.67,3530369.7
3132.283,2022-08-08 18:55:54,154556,-1520433.18,-5083356.46,3530369.68
3133.252,2022-08-08 18:55:55,154557,-1520433.24,-5083356.17,3530369.66
3134.279,2022-08-08 18:55:56,154558,-1520433.26,-5083355.97,3530369.67
3135.259,2022-08-08 18:55:57,154559,-1520433.3,-5083355.74,3530369.68
3136.282,2022-08-08 18:55:58,154560,-1520433.3,-5083355.6,3530369.66
3137.253,2022-08-08 18:55:59,154561,-1520433.32,-5083355.4,3530369.62
3138.261,2022-08-08 18:56:00,154562,-1520433.34,-5083355.22,3530369.55
3139.281,2022-08-08 18:56:01,154563,-1520433.33,-5083355.11,3530369.53
3140.257,2022-08-08 18:56:02,154564,-1520433.29,-5083355.12,3530369.45
3141.281,2022-08-08 18:56:03,154565,-1520433.27,-5083355.05,3530369.36
3142.258,2022-08-08 18:56:04,154566,-1520433.19,-5083355.16,3530369.32
3143.268,2022-08-08 18:56:05,154567,-1520433.15,-5083355.16,3530369.23
3144.282,2022-08-08 18:56:06,154568,-1520433.09,-5083355.07,3530369.16
3145.282,2022-08-08 18:56:07,154569,-1520433.04,-5083355.02,3530369.08
3146.283,2022-08-08 18:56:08,154570,-1520432.96,-5083355.11,3530368.97
3147.254,2022-08-08 18:56:09,154571,-1520432.88,-5083355.08,3530368.8
3148.284,2022-08-08 18:56:10,154572,-1520432.81,-5083355.11,3530368.64
3149.284,2022-08-08 18:56:11,154573,-1520432.73,-5083355.13,3530368.43
3150.26,2022-08-08 18:56:12,154574,-1520432.63,-5083355.11,3530368.23
3151.262,2022-08-08 18:56:13,154575,-1520432.52,-5083355.11,3530368.01
3152.261,2022-08-08 18:56:14,154576,-1520432.43,-5083355.04,3530367.77
3153.284,2022-08-08 18:56:15,154577,-1520432.36,-5083355.03,3530367.53
3154.3,2022-08-08 18:56:16,154578,-1520432.29,-5083355.01,3530367.34
3155.259,2022-08-08 18:56:17,154579,-1520432.23,-5083355,3530367.25
3156.282,2022-08-08 18:56:18,154580,-1520432.16,-5083355.03,3530367.07
3157.265,2022-08-08 18:56:19,154581,-1520432.11,-5083355.09,3530366.93
3158.283,2022-08-08 18:56:20,154582,-1520432.04,-5083355.13,3530366.85
3159.282,2022-08-08 18:56:21,154583,-1520432.01,-5083355.04,3530366.7
3160.262,2022-08-08 18:56:22,154584,-1520431.95,-5083355.01,3530366.53
3161.281,2022-08-08 18:56:23,154585,-1520431.88,-5083354.97,3530366.38
3162.258,2022-08-08 18:56:24,154586,-1520431.82,-5083354.94,3530366.28
3163.255,2022-08-08 18:56:25,154587,-1520431.81,-5083354.76,3530366.07
3164.282,2022-08-08 18:56:26,154588,-1520431.72,-5083354.89,3530365.95
3165.281,2022-08-08 18:56:27,154589,-1520431.71,-5083354.8,3530365.76
3166.257,2022-08-08 18:56:28,154590,-1520431.61,-5083354.84,3530365.64
3167.26,2022-08-08 18:56:29,154591,-1520431.53,-5083354.87,3530365.52
3168.266,2022-08-08 18:56:30,154592,-1520431.55,-5083354.75,3530365.32
3169.282,2022-08-08 18:56:31,154593,-1520431.54,-5083354.69,3530365.07
3170.259,2022-08-08 18:56:32,154594,-1520431.54,-5083354.5,3530364.69
3171.283,2022-08-08 18:56:33,154595,-1520431.55,-5083354.45,3530364.51
3172.259,2022-08-08 18:56:34,154596,-1520431.55,-5083354.36,3530364.28
3173.28,2022-08-08 18:56:35,154597,-1520431.56,-5083354.23,3530364.04
3174.283,2022-08-08 18:56:36,154598,-1520431.56,-5083354.12,3530363.78
3175.262,2022-08-08 18:56:37,154599,-1520431.53,-5083354,3530363.52
3176.263,2022-08-08 18:56:38,154600,-1520431.5,-5083353.94,3530363.3
3177.266,2022-08-08 18:56:39,154601,-1520431.45,-5083353.93,3530363.13
3178.283,2022-08-08 18:56:40,154602,-1520431.37,-5083354.01,3530362.98
3179.26,2022-08-08 18:56:41,154603,-1520431.3,-5083354,3530362.75
3180.254,2022-08-08 18:56:42,154604,-1520431.23,-5083353.98,3530362.49
3181.255,2022-08-08 18:56:43,154605,-1520431.18,-5083353.95,3530362.28
3182.266,2022-08-08 18:56:44,154606,-1520431.14,-5083353.95,3530362.14
3183.255,2022-08-08 18:56:45,154607,-1520431.11,-5083353.96,3530362.03
3184.262,2022-08-08 18:56:46,154608,-1520431.11,-5083353.97,3530361.96
3185.283,2022-08-08 18:56:47,154609,-1520431.11,-5083354.02,3530361.92
3186.278,2022-08-08 18:56:48,154610,-1520431.08,-5083354.12,3530361.91
3187.277,2022-08-08 18:56:49,154611,-1520431.11,-5083354.12,3530361.85
3188.283,2022-08-08 18:56:50,154612,-1520431.16,-5083354.09,3530361.87
3189.267,2022-08-08 18:56:51,154613,-1520431.19,-5083354.05,3530361.82
3190.262,2022-08-08 18:56:52,154614,-1520431.26,-5083354.07,3530361.9
3191.283,2022-08-08 18:56:53,154615,-1520431.3,-5083354.09,3530361.98
3192.284,2022-08-08 18:56:54,154616,-1520431.31,-5083354.11,3530362
3193.282,2022-08-08 18:56:55,154617,-1520431.33,-5083354.06,3530361.98
3194.26,2022-08-08 18:56:56,154618,-1520431.34,-5083353.98,3530361.89
3195.298,2022-08-08 18:56:57,154619,-1520431.38,-5083353.94,3530361.89
3196.261,2022-08-08 18:56:58,154620,-1520431.41,-5083353.95,3530361.89
3197.281,2022-08-08 18:56:59,154621,-1520431.43,-5083353.92,3530361.87
3198.259,2022-08-08 18:57:00,154622,-1520431.45,-5083353.92,3530361.85
3199.262,2022-08-08 18:57:01,154623,-1520431.49,-5083353.85,3530361.79
3200.282,2022-08-08 18:57:02,154624,-1520431.5,-5083353.86,3530361.8
3201.283,2022-08-08 18:57:03,154625,-1520431.51,-5083353.83,3530361.78
3202.284,2022-08-08 18:57:04,154626,-1520431.5,-5083353.8,3530361.8
3203.282,2022-08-08 18:57:05,154627,-1520431.51,-5083353.81,3530361.85
3204.281,2022-08-08 18:57:06,154628.001,-1520431.52,-5083353.8,3530361.87
3205.261,2022-08-08 18:57:07,154629,-1520431.51,-5083353.8,3530361.96
3206.28,2022-08-08 18:57:08,154630,-1520431.47,-5083353.83,3530362.04
3207.264,2022-08-08 18:57:09,154631,-1520431.45,-5083353.88,3530362.12
3208.28,2022-08-08 18:57:10,154632,-1520431.46,-5083353.93,3530362.22
3209.259,2022-08-08 18:57:11,154633,-1520431.45,-5083354.03,3530362.39
3210.281,2022-08-08 18:57:12,154634,-1520431.43,-5083354.07,3530362.5
3211.295,2022-08-08 18:57:13,154635,-1520431.4,-5083354.15,3530362.64
3212.282,2022-08-08 18:57:14,154636,-1520431.39,-5083354.18,3530362.76
3213.257,2022-08-08 18:57:15,154637,-1520431.36,-5083354.23,3530362.86
3214.28,2022-08-08 18:57:16,154638,-1520431.34,-5083354.3,3530363.01
3215.289,2022-08-08 18:57:17,154639,-1520431.34,-5083354.38,3530363.18
3216.258,2022-08-08 18:57:18,154640,-1520431.31,-5083354.48,3530363.37
3217.277,2022-08-08 18:57:19,154641,-1520431.32,-5083354.55,3530363.54
3218.281,2022-08-08 18:57:20,154642,-1520431.33,-5083354.6,3530363.7
3219.278,2022-08-08 18:57:21,154643,-1520431.32,-5083354.66,3530363.88
3220.282,2022-08-08 18:57:22,154644,-1520431.33,-5083354.62,3530363.99
3221.252,2022-08-08 18:57:23,154645,-1520431.36,-5083354.53,3530364.08
3222.265,2022-08-08 18:57:24,154646,-1520431.38,-5083354.48,3530364.19
3223.252,2022-08-08 18:57:25,154647,-1520431.42,-5083354.38,3530364.29
3224.259,2022-08-08 18:57:26,154648,-1520431.44,-5083354.28,3530364.4
3225.263,2022-08-08 18:57:27,154649,-1520431.45,-5083354.22,3530364.55
3226.28,2022-08-08 18:57:28,154650,-1520431.44,-5083354.14,3530364.66
3227.258,2022-08-08 18:57:29,154651,-1520431.47,-5083354.11,3530364.82
3228.257,2022-08-08 18:57:30,154652,-1520431.49,-5083354.03,3530364.91
3229.265,2022-08-08 18:57:31,154653,-1520431.49,-5083354.02,3530365.07
3230.26,2022-08-08 18:57:32,154654,-1520431.54,-5083353.94,3530365.17
3231.281,2022-08-08 18:57:33,154655,-1520431.57,-5083353.88,3530365.28
3232.281,2022-08-08 18:57:34,154656,-1520431.6,-5083353.79,3530365.36
3233.253,2022-08-08 18:57:35,154657,-1520431.6,-5083353.79,3530365.5
3234.252,2022-08-08 18:57:36,154658,-1520431.66,-5083353.7,3530365.58
3235.282,2022-08-08 18:57:37,154659,-1520431.72,-5083353.63,3530365.67
3236.281,2022-08-08 18:57:38,154660,-1520431.68,-5083353.81,3530365.94
3237.28,2022-08-08 18:57:39,154661,-1520431.65,-5083353.92,3530366.16
3238.25,2022-08-08 18:57:40,154662,-1520431.65,-5083353.98,3530366.36
3239.256,2022-08-08 18:57:41,154663,-1520431.64,-5083354.05,3530366.56
3240.263,2022-08-08 18:57:42,154664,-1520431.54,-5083354.22,3530366.81
3241.257,2022-08-08 18:57:43,154665,-1520431.58,-5083354.18,3530366.9
3242.264,2022-08-08 18:57:44,154666,-1520431.61,-5083354.13,3530366.99
3243.277,2022-08-08 18:57:45,154667,-1520431.58,-5083354.14,3530367.1
3244.297,2022-08-08 18:57:46,154668,-1520431.66,-5083354.06,3530367.15
3245.293,2022-08-08 18:57:47,154669,-1520431.67,-5083354.04,3530367.23
3246.251,2022-08-08 18:57:48,154670,-1520431.59,-5083354.13,3530367.38
3247.282,2022-08-08 18:57:49,154671,-1520431.49,-5083354.27,3530367.57
3248.28,2022-08-08 18:57:50,154672,-1520431.42,-5083354.33,3530367.72
3249.279,2022-08-08 18:57:51,154673,-1520431.41,-5083354.37,3530367.87
3250.256,2022-08-08 18:57:52,154674,-1520431.43,-5083354.35,3530367.98
3251.259,2022-08-08 18:57:53,154675,-1520431.42,-5083354.34,3530368.1
3252.28,2022-08-08 18:57:54,154676,-1520431.42,-5083354.33,3530368.22
3253.277,2022-08-08 18:57:55,154677,-1520431.38,-5083354.34,3530368.29
3254.281,2022-08-08 18:57:56,154678,-1520431.39,-5083354.27,3530368.35
3255.28,2022-08-08 18:57:57,154679,-1520431.35,-5083354.28,3530368.45
3256.28,2022-08-08 18:57:58,154680,-1520431.3,-5083354.26,3530368.51
3257.253,2022-08-08 18:57:59,154681,-1520431.27,-5083354.21,3530368.54
3258.259,2022-08-08 18:58:00,154682,-1520431.23,-5083354.13,3530368.48
3259.297,2022-08-08 18:58:01,154683,-1520431.25,-5083354,3530368.43
3260.279,2022-08-08 18:58:02,154684,-1520431.27,-5083353.89,3530368.4
3261.28,2022-08-08 18:58:03,154685,-1520431.29,-5083353.74,3530368.32
3262.295,2022-08-08 18:58:04,154686,-1520431.32,-5083353.58,3530368.22
3263.257,2022-08-08 18:58:05,154687,-1520431.35,-5083353.37,3530368.08
3264.28,2022-08-08 18:58:06,154688,-1520431.36,-5083353.17,3530367.93
3265.277,2022-08-08 18:58:07,154689,-1520431.41,-5083352.94,3530367.79
3266.279,2022-08-08 18:58:08,154690,-1520431.38,-5083352.76,3530367.66
3267.255,2022-08-08 18:58:09,154691,-1520431.32,-5083352.75,3530367.68
3268.282,2022-08-08 18:58:10,154692,-1520431.35,-5083352.56,3530367.6
3269.263,2022-08-08 18:58:11,154693,-1520431.3,-5083352.49,3530367.58
3270.256,2022-08-08 18:58:12,154694,-1520431.28,-5083352.33,3530367.42
3271.262,2022-08-08 18:58:13,154695,-1520431.25,-5083352.18,3530367.27
3272.276,2022-08-08 18:58:14,154696,-1520431.24,-5083352.05,3530367.19
3273.261,2022-08-08 18:58:15,154697,-1520431.24,-5083351.94,3530367.17
3274.249,2022-08-08 18:58:16,154698,-1520431.24,-5083351.82,3530367.13
3275.25,2022-08-08 18:58:17,154699,-1520431.28,-5083351.63,3530367
3276.262,2022-08-08 18:58:18,154700,-1520431.31,-5083351.48,3530366.92
3277.251,2022-08-08 18:58:19,154701,-1520431.2,-5083351.54,3530366.95
3278.28,2022-08-08 18:58:20,154702,-1520431.13,-5083351.52,3530366.95
3279.278,2022-08-08 18:58:21,154703,-1520431.02,-5083351.61,3530367.05
3280.28,2022-08-08 18:58:22,154704,-1520430.91,-5083351.71,3530367.13
3281.255,2022-08-08 18:58:23,154705,-1520430.7,-5083351.8,3530367.06
3282.256,2022-08-08 18:58:24,154706,-1520430.63,-5083351.76,3530366.93
3283.279,2022-08-08 18:58:25,154707,-1520430.51,-5083351.65,3530366.65
3284.281,2022-08-08 18:58:26,154708,-1520430.37,-5083351.53,3530366.37
3285.257,2022-08-08 18:58:27,154709,-1520430.26,-5083351.4,3530366.11
3286.282,2022-08-08 18:58:28,154710,-1520430.18,-5083351.26,3530365.84
3287.288,2022-08-08 18:58:29,154711,-1520430.2,-5083351.01,3530365.53
3288.256,2022-08-08 18:58:30,154712,-1520430.23,-5083350.72,3530365.18
3289.257,2022-08-08 18:58:31,154713,-1520430.18,-5083350.57,3530364.89
3290.277,2022-08-08 18:58:32,154714,-1520430.21,-5083350.39,3530364.7
3291.279,2022-08-08 18:58:33,154715,-1520430.2,-5083350.22,3530364.48
3292.259,2022-08-08 18:58:34,154716,-1520430.19,-5083350.05,3530364.3
3293.293,2022-08-08 18:58:35,154717,-1520430.18,-5083349.86,3530364.14
3294.264,2022-08-08 18:58:36,154718,-1520430.18,-5083349.68,3530364.01
3295.257,2022-08-08 18:58:37,154719,-1520430.23,-5083349.63,3530364.01
3296.279,2022-08-08 18:58:38,154720,-1520430.28,-5083349.62,3530364.05
3297.281,2022-08-08 18:58:39,154721,-1520430.27,-5083349.62,3530364.11
3298.251,2022-08-08 18:58:40,154722,-1520430.3,-5083349.66,3530364.22
3299.268,2022-08-08 18:58:41,154723,-1520430.36,-5083349.77,3530364.37
3300.282,2022-08-08 18:58:42,154724,-1520430.42,-5083349.79,3530364.52
3301.27,2022-08-08 18:58:43,154725,-1520430.52,-5083349.82,3530364.7
3302.262,2022-08-08 18:58:44,154726,-1520430.59,-5083349.79,3530364.86
3303.263,2022-08-08 18:58:45,154727,-1520430.66,-5083349.76,3530365
3304.269,2022-08-08 18:58:46,154728,-1520430.74,-5083349.76,3530365.18
3305.282,2022-08-08 18:58:47,154729,-1520430.79,-5083349.76,3530365.36
3306.257,2022-08-08 18:58:48,154730,-1520430.84,-5083349.75,3530365.5
3307.281,2022-08-08 18:58:49,154731,-1520430.88,-5083349.76,3530365.65
3308.268,2022-08-08 18:58:50,154732,-1520430.94,-5083349.77,3530365.79
3309.257,2022-08-08 18:58:51,154733,-1520430.99,-5083349.84,3530365.96
3310.259,2022-08-08 18:58:52,154734,-1520431.07,-5083349.84,3530366.14
3311.251,2022-08-08 18:58:53,154735,-1520431.12,-5083349.78,3530366.3
3312.256,2022-08-08 18:58:54,154736,-1520431.19,-5083349.82,3530366.49
3313.284,2022-08-08 18:58:55,154737,-1520431.23,-5083349.82,3530366.65
3314.264,2022-08-08 18:58:56,154738,-1520431.29,-5083349.81,3530366.78
3315.28,2022-08-08 18:58:57,154739,-1520431.32,-5083349.82,3530366.87
3316.276,2022-08-08 18:58:58,154740.001,-1520431.34,-5083349.78,3530366.94
3317.278,2022-08-08 18:58:59,154741,-1520431.38,-5083349.76,3530367.03
3318.257,2022-08-08 18:59:00,154742,-1520431.41,-5083349.76,3530367.13
3319.28,2022-08-08 18:59:01,154743,-1520431.42,-5083349.79,3530367.19
3320.279,2022-08-08 18:59:02,154744,-1520431.42,-5083349.8,3530367.22
3321.296,2022-08-08 18:59:03,154745,-1520431.41,-5083349.88,3530367.25
3322.256,2022-08-08 18:59:04,154746,-1520431.41,-5083349.92,3530367.31
3323.254,2022-08-08 18:59:05,154747,-1520431.41,-5083349.92,3530367.35
3324.255,2022-08-08 18:59:06,154748,-1520431.43,-5083349.97,3530367.41
3325.277,2022-08-08 18:59:07,154749,-1520431.48,-5083350.07,3530367.49
3326.251,2022-08-08 18:59:08,154750,-1520431.53,-5083350.11,3530367.55
3327.25,2022-08-08 18:59:09,154751,-1520431.56,-5083350.17,3530367.62
3328.259,2022-08-08 18:59:10,154752,-1520431.62,-5083350.21,3530367.71
3329.276,2022-08-08 18:59:11,154753,-1520431.7,-5083350.27,3530367.82
3330.281,2022-08-08 18:59:12,154754,-1520431.76,-5083350.26,3530367.86
3331.28,2022-08-08 18:59:13,154755,-1520431.79,-5083350.2,3530367.8
3332.278,2022-08-08 18:59:14,154756,-1520431.78,-5083350.15,3530367.71
3333.265,2022-08-08 18:59:15,154757,-1520431.83,-5083350.08,3530367.65
3334.259,2022-08-08 18:59:16,154758,-1520431.91,-5083350.06,3530367.65
3335.256,2022-08-08 18:59:17,154759,-1520432,-5083350.08,3530367.67
3336.281,2022-08-08 18:59:18,154760,-1520432.03,-5083350.05,3530367.65
3337.266,2022-08-08 18:59:19,154761,-1520432.07,-5083350.03,3530367.67
3338.252,2022-08-08 18:59:20,154762,-1520432.1,-5083349.97,3530367.68
3339.279,2022-08-08 18:59:21,154763,-1520432.13,-5083349.95,3530367.7
3340.279,2022-08-08 18:59:22,154764,-1520432.14,-5083350.01,3530367.73
3341.283,2022-08-08 18:59:23,154765,-1520432.09,-5083350.05,3530367.72
3342.278,2022-08-08 18:59:24,154766,-1520432.03,-5083350.14,3530367.72
3343.252,2022-08-08 18:59:25,154767,-1520431.96,-5083350.25,3530367.72
3344.282,2022-08-08 18:59:26,154768,-1520431.86,-5083350.38,3530367.72
3345.281,2022-08-08 18:59:27,154769,-1520431.79,-5083350.51,3530367.72
3346.299,2022-08-08 18:59:28,154770,-1520431.73,-5083350.65,3530367.7
3347.253,2022-08-08 18:59:29,154771,-1520431.68,-5083350.77,3530367.7
3348.282,2022-08-08 18:59:30,154772,-1520431.65,-5083350.95,3530367.74
3349.279,2022-08-08 18:59:31,154773,-1520431.61,-5083351.06,3530367.75
3350.266,2022-08-08 18:59:32,154774,-1520431.54,-5083351.17,3530367.7
3351.282,2022-08-08 18:59:33,154775,-1520431.44,-5083351.24,3530367.64
3352.279,2022-08-08 18:59:34,154776,-1520431.37,-5083351.31,3530367.56
3353.257,2022-08-08 18:59:35,154777,-1520431.34,-5083351.39,3530367.53
3354.28,2022-08-08 18:59:36,154778,-1520431.33,-5083351.5,3530367.52
3355.294,2022-08-08 18:59:37,154779,-1520431.3,-5083351.55,3530367.47
3356.257,2022-08-08 18:59:38,154780,-1520431.28,-5083351.6,3530367.42
3357.297,2022-08-08 18:59:39,154781,-1520431.28,-5083351.66,3530367.37
3358.263,2022-08-08 18:59:40,154782,-1520431.26,-5083351.7,3530367.31
3359.289,2022-08-08 18:59:41,154783,-1520431.23,-5083351.74,3530367.22
3360.257,2022-08-08 18:59:42,154784,-1520431.2,-5083351.82,3530367.17
3361.281,2022-08-08 18:59:43,154785,-1520431.18,-5083351.88,3530367.09
3362.267,2022-08-08 18:59:44,154786,-1520431.14,-5083351.93,3530366.99
3363.256,2022-08-08 18:59:45,154787,-1520431.09,-5083352.05,3530366.91
3364.283,2022-08-08 18:59:46,154788,-1520431.06,-5083352.16,3530366.83
3365.252,2022-08-08 18:59:47,154789,-1520431.08,-5083352.28,3530366.78
3366.283,2022-08-08 18:59:48,154790,-1520431.09,-5083352.36,3530366.75
3367.264,2022-08-08 18:59:49,154791,-1520431.08,-5083352.46,3530366.7
3368.278,2022-08-08 18:59:50,154792,-1520431.05,-5083352.61,3530366.62
3369.281,2022-08-08 18:59:51,154793,-1520431.04,-5083352.75,3530366.58
3370.252,2022-08-08 18:59:52,154794,-1520431.02,-5083352.93,3530366.57
3371.263,2022-08-08 18:59:53,154795,-1520431.02,-5083353.1,3530366.55
3372.281,2022-08-08 18:59:54,154796,-1520431.03,-5083353.24,3530366.53
3373.289,2022-08-08 18:59:55,154797,-1520431.03,-5083353.37,3530366.49
3374.281,2022-08-08 18:59:56,154798,-1520431.02,-5083353.49,3530366.45
3375.283,2022-08-08 18:59:57,154799,-1520431.02,-5083353.67,3530366.45
3376.256,2022-08-08 18:59:58,154800,-1520431.01,-5083353.8,3530366.42
3377.282,2022-08-08 18:59:59,154801,-1520431.01,-5083353.91,3530366.37
3378.279,2022-08-08 19:00:00,154802,-1520430.99,-5083354.08,3530366.34
